system:index,NDVI,Date
0_20181215T143749_20181215T144702_T18HYF,0.9265536254489253,2018-12-15
0_20181215T143749_20181215T144702_T19HBA,0.9245790439475005,2018-12-15
0_20181220T143741_20181220T144648_T18HYF,0.9325127718519128,2018-12-20
0_20181225T143749_20181225T144653_T19HBA,0.9412037453267987,2018-12-25
0_20181230T143751_20181230T144650_T18HYF,0.9465200020257598,2018-12-30
0_20181230T143751_20181230T144650_T19HBA,0.9439802713846188,2018-12-30
0_20190104T143749_20190104T144651_T18HYF,0.9398120534442296,2019-01-04
0_20190104T143749_20190104T144651_T19HBA,0.9373933950531774,2019-01-04
0_20190119T143751_20190119T144606_T19HBA,0.9034660070731118,2019-01-19
0_20190129T143751_20190129T144524_T19HBA,0.8992464205360146,2019-01-29
0_20190203T143749_20190203T144957_T19HBA,0.8851326894004095,2019-02-03
0_20190218T143751_20190218T144454_T19HBA,0.8355358818197964,2019-02-18
0_20190223T143749_20190223T144359_T18HYF,0.8420463307709096,2019-02-23
0_20190310T143751_20190310T144453_T18HYF,0.6475949337781716,2019-03-10
0_20190310T143751_20190310T144453_T19HBA,0.6357073747238156,2019-03-10
0_20190315T143749_20190315T144907_T18HYF,0.5535740172274316,2019-03-15
0_20190315T143749_20190315T144907_T19HBA,0.5517834269385208,2019-03-15
0_20190320T143751_20190320T144726_T19HBA,0.4543696787635429,2019-03-20
0_20190325T143749_20190325T144125_T18HYF,0.3687603651258184,2019-03-25
0_20190325T143749_20190325T144125_T19HBA,0.3686572590227393,2019-03-25
0_20190404T143759_20190404T144906_T18HYF,0.3446415190252807,2019-04-04
0_20190414T143759_20190414T144503_T18HYF,0.3545440725993691,2019-04-14
0_20190802T143759_20190802T144505_T18HYF,0.2283421580042436,2019-08-02
0_20190807T143751_20190807T144709_T18HYF,0.20461732584383222,2019-08-07
0_20190901T143759_20190901T144153_T18HYF,0.20610687022900762,2019-09-01
0_20190916T143751_20190916T144705_T18HYF,0.2355061670937335,2019-09-16
0_20190921T143749_20190921T145027_T18HYF,0.18930783434477827,2019-09-21
0_20190921T143749_20190921T145027_T19HBA,0.18653690186536906,2019-09-21
0_20191021T143749_20191021T144706_T19HBA,0.19385861687298445,2019-10-21
0_20191105T143731_20191105T144501_T18HYF,0.3176512895788163,2019-11-05
0_20191105T143731_20191105T144501_T19HBA,0.31932521848609335,2019-11-05
0_20191110T143729_20191110T144457_T18HYF,0.4604921953490477,2019-11-10
0_20191110T143729_20191110T144457_T19HBA,0.4581782261354625,2019-11-10
0_20191120T143729_20191120T144459_T19HBA,0.6203034873796409,2019-11-20
0_20191130T143719_20191130T144540_T18HYF,0.8467246904762544,2019-11-30
0_20191130T143719_20191130T144540_T19HBA,0.8446754005586407,2019-11-30
0_20191205T143721_20191205T144632_T18HYF,0.8754808644608053,2019-12-05
0_20191205T143721_20191205T144632_T19HBA,0.8754624348949652,2019-12-05
0_20191220T143719_20191220T144615_T18HYF,0.9299471219781669,2019-12-20
0_20191220T143719_20191220T144615_T19HBA,0.9295960112186298,2019-12-20
0_20191225T143721_20191225T144651_T18HYF,0.9086104624795727,2019-12-25
0_20191225T143721_20191225T144651_T19HBA,0.9076091125511953,2019-12-25
0_20191230T143719_20191230T144612_T18HYF,0.916863242209109,2019-12-30
0_20191230T143719_20191230T144612_T19HBA,0.916233742375431,2019-12-30
0_20200104T143721_20200104T144629_T18HYF,0.9075824931102473,2020-01-04
0_20200104T143721_20200104T144629_T19HBA,0.9041949776401568,2020-01-04
0_20200109T143719_20200109T144550_T18HYF,0.9102389520851292,2020-01-09
0_20200109T143719_20200109T144550_T19HBA,0.9129406728658165,2020-01-09
0_20200114T143701_20200114T144621_T18HYF,0.9123471015791378,2020-01-14
0_20200114T143701_20200114T144621_T19HBA,0.8957703965624282,2020-01-14
0_20200124T143651_20200124T144544_T18HYF,0.8547444748276443,2020-01-24
0_20200124T143651_20200124T144544_T19HBA,0.8708276379793154,2020-01-24
0_20200129T143659_20200129T144449_T18HYF,0.8580924450917294,2020-01-29
0_20200129T143659_20200129T144449_T19HBA,0.8702265807677054,2020-01-29
0_20200203T143651_20200203T144453_T18HYF,0.8626662986094484,2020-02-03
0_20200203T143651_20200203T144453_T19HBA,0.8566352949422821,2020-02-03
0_20200208T143659_20200208T144451_T18HYF,0.8454857491379977,2020-02-08
0_20200208T143659_20200208T144451_T19HBA,0.8464419146291761,2020-02-08
0_20200213T143721_20200213T144451_T18HYF,0.8228507041287004,2020-02-13
0_20200213T143721_20200213T144451_T19HBA,0.8325215271251835,2020-02-13
0_20200218T143659_20200218T144453_T18HYF,0.8062984920610392,2020-02-18
0_20200218T143659_20200218T144453_T19HBA,0.8102690007647326,2020-02-18
0_20200223T143721_20200223T144452_T19HBA,0.7531163194923469,2020-02-23
0_20200228T143729_20200228T144346_T19HBA,0.615724716631874,2020-02-28
0_20200304T143721_20200304T144453_T18HYF,0.5283395333050972,2020-03-04
0_20200304T143721_20200304T144453_T19HBA,0.5402835886408717,2020-03-04
0_20200309T143729_20200309T144430_T18HYF,0.4195151742854543,2020-03-09
0_20200309T143729_20200309T144430_T19HBA,0.4164692209933154,2020-03-09
0_20200314T143721_20200314T144454_T18HYF,0.372795909459548,2020-03-14
0_20200319T143729_20200319T145226_T18HYF,0.3618227619263417,2020-03-19
0_20200319T143729_20200319T145226_T19HBA,0.35974375825572286,2020-03-19
0_20200329T143729_20200329T144954_T18HYF,,2020-03-29
0_20200408T143729_20200408T145124_T19HBA,0.2617738920129713,2020-04-08
0_20200413T143731_20200413T145116_T18HYF,0.2791572457299289,2020-04-13
0_20200413T143731_20200413T145116_T19HBA,0.28007540189084473,2020-04-13
0_20200428T143719_20200428T144554_T18HYF,0.29275563048725756,2020-04-28
0_20200513T143731_20200513T144427_T18HYF,0.08994240141781125,2020-05-13
0_20200727T143729_20200727T144529_T18HYF,0.2082363912841877,2020-07-27
0_20200806T143729_20200806T144700_T18HYF,0.2077426588574066,2020-08-06
0_20200811T143731_20200811T145224_T18HYF,0.20434929924625042,2020-08-11
0_20200811T143731_20200811T145224_T19HBA,0.20383786109736532,2020-08-11
