system:index,NDVI,Date
0_20181215T143749_20181215T144702_T18HYF,0.3658536585365854,2018-12-15
0_20181215T143749_20181215T144702_T19HBA,0.37320977253580456,2018-12-15
0_20181220T143741_20181220T144648_T18HYF,0.33025404157043875,2018-12-20
0_20181225T143749_20181225T144653_T19HBA,0.3319611878859159,2018-12-25
0_20181230T143751_20181230T144650_T18HYF,0.32261768082663606,2018-12-30
0_20181230T143751_20181230T144650_T19HBA,0.32522796352583583,2018-12-30
0_20190104T143749_20190104T144651_T18HYF,0.3178378378378378,2019-01-04
0_20190104T143749_20190104T144651_T19HBA,0.323943661971831,2019-01-04
0_20190119T143751_20190119T144606_T19HBA,0.28550849899164504,2019-01-19
0_20190129T143751_20190129T144524_T19HBA,0.2747587607922803,2019-01-29
0_20190203T143749_20190203T144957_T19HBA,0.26260257913247365,2019-02-03
0_20190218T143751_20190218T144454_T19HBA,0.2629937629937629,2019-02-18
0_20190223T143749_20190223T144359_T18HYF,0.29463307776560793,2019-02-23
0_20190310T143751_20190310T144453_T18HYF,0.2862862862862863,2019-03-10
0_20190310T143751_20190310T144453_T19HBA,0.2814851981936779,2019-03-10
0_20190315T143749_20190315T144907_T18HYF,0.3059071729957806,2019-03-15
0_20190315T143749_20190315T144907_T19HBA,0.2894850713976633,2019-03-15
0_20190320T143751_20190320T144726_T19HBA,0.2945435738298423,2019-03-20
0_20190325T143749_20190325T144125_T18HYF,0.282608695652174,2019-03-25
0_20190325T143749_20190325T144125_T19HBA,0.29242880296364904,2019-03-25
0_20190404T143759_20190404T144906_T18HYF,0.28145695364238404,2019-04-04
0_20190414T143759_20190414T144503_T18HYF,0.30565167243367936,2019-04-14
0_20190802T143759_20190802T144505_T18HYF,0.3066666666666667,2019-08-02
0_20190807T143751_20190807T144709_T18HYF,0.2942628007402837,2019-08-07
0_20190901T143759_20190901T144153_T18HYF,0.36825563122053434,2019-09-01
0_20190916T143751_20190916T144705_T18HYF,0.46451937594363363,2019-09-16
0_20190921T143749_20190921T145027_T18HYF,0.4830893488137305,2019-09-21
0_20190921T143749_20190921T145027_T19HBA,0.48216512846096277,2019-09-21
0_20191021T143749_20191021T144706_T19HBA,0.5635029802842733,2019-10-21
0_20191105T143731_20191105T144501_T18HYF,0.4704555705908886,2019-11-05
0_20191105T143731_20191105T144501_T19HBA,0.46894343649946635,2019-11-05
0_20191110T143729_20191110T144457_T18HYF,0.40582347588717016,2019-11-10
0_20191110T143729_20191110T144457_T19HBA,0.40532825880114176,2019-11-10
0_20191120T143729_20191120T144459_T19HBA,0.3172031076581577,2019-11-20
0_20191130T143719_20191130T144540_T18HYF,0.27943136383829403,2019-11-30
0_20191130T143719_20191130T144540_T19HBA,0.2784588441330998,2019-11-30
0_20191205T143721_20191205T144632_T18HYF,0.25461254612546125,2019-12-05
0_20191205T143721_20191205T144632_T19HBA,0.2507228418009087,2019-12-05
0_20191220T143719_20191220T144615_T18HYF,0.22596348884381345,2019-12-20
0_20191220T143719_20191220T144615_T19HBA,0.22846744844318642,2019-12-20
0_20191225T143721_20191225T144651_T18HYF,0.22354948805460753,2019-12-25
0_20191225T143721_20191225T144651_T19HBA,0.22365844104974547,2019-12-25
0_20191230T143719_20191230T144612_T18HYF,0.206803247004252,2019-12-30
0_20191230T143719_20191230T144612_T19HBA,0.2038027332144979,2019-12-30
0_20200104T143721_20200104T144629_T18HYF,0.1941982272360999,2020-01-04
0_20200104T143721_20200104T144629_T19HBA,0.19628432956381262,2020-01-04
0_20200109T143719_20200109T144550_T18HYF,0.20439893818733412,2020-01-09
0_20200109T143719_20200109T144550_T19HBA,0.20544510120007167,2020-01-09
0_20200114T143701_20200114T144621_T18HYF,0.19849906191369607,2020-01-14
0_20200114T143701_20200114T144621_T19HBA,0.20321469575200923,2020-01-14
0_20200124T143651_20200124T144544_T18HYF,0.21216672925272248,2020-01-24
0_20200124T143651_20200124T144544_T19HBA,0.20973121443986661,2020-01-24
0_20200129T143659_20200129T144449_T18HYF,0.1877477477477478,2020-01-29
0_20200129T143659_20200129T144449_T19HBA,0.1849198868991518,2020-01-29
0_20200203T143651_20200203T144453_T18HYF,0.18220946915351507,2020-02-03
0_20200203T143651_20200203T144453_T19HBA,0.18529862174578868,2020-02-03
0_20200208T143659_20200208T144451_T18HYF,0.18906430496726992,2020-02-08
0_20200208T143659_20200208T144451_T19HBA,0.18796992481203006,2020-02-08
0_20200213T143721_20200213T144451_T18HYF,0.19100294985250738,2020-02-13
0_20200213T143721_20200213T144451_T19HBA,0.18899348298334545,2020-02-13
0_20200218T143659_20200218T144453_T18HYF,0.18277945619335342,2020-02-18
0_20200218T143659_20200218T144453_T19HBA,0.18273260687342832,2020-02-18
0_20200223T143721_20200223T144452_T19HBA,0.17047583364556013,2020-02-23
0_20200228T143729_20200228T144346_T19HBA,0.1730023273855702,2020-02-28
0_20200304T143721_20200304T144453_T18HYF,0.18077803203661327,2020-03-04
0_20200304T143721_20200304T144453_T19HBA,0.17425825323861266,2020-03-04
0_20200309T143729_20200309T144430_T18HYF,0.1634137007271336,2020-03-09
0_20200309T143729_20200309T144430_T19HBA,0.16266354227689908,2020-03-09
0_20200314T143721_20200314T144454_T18HYF,0.18036809815950927,2020-03-14
0_20200319T143729_20200319T145226_T18HYF,0.18194009834599917,2020-03-19
0_20200319T143729_20200319T145226_T19HBA,0.17764471057884232,2020-03-19
0_20200329T143729_20200329T144954_T18HYF,0.1698681732580037,2020-03-29
0_20200408T143729_20200408T145124_T19HBA,0.17529727656309937,2020-04-08
0_20200413T143731_20200413T145116_T18HYF,0.1859219586840092,2020-04-13
0_20200413T143731_20200413T145116_T19HBA,0.1878834355828221,2020-04-13
0_20200428T143719_20200428T144554_T18HYF,0.19133893062306676,2020-04-28
0_20200513T143731_20200513T144427_T18HYF,0.2032442748091602,2020-05-13
0_20200727T143729_20200727T144529_T18HYF,0.41292775665399234,2020-07-27
0_20200806T143729_20200806T144700_T18HYF,0.4287439613526571,2020-08-06
0_20200811T143731_20200811T145224_T18HYF,0.3786407766990291,2020-08-11
0_20200811T143731_20200811T145224_T19HBA,0.38629538629538634,2020-08-11
0_20200821T143731_20200821T144847_T18HYF,0.35347111817700055,2020-08-21
0_20200821T143731_20200821T144847_T19HBA,0.35067567567567565,2020-08-21
0_20200831T143731_20200831T144825_T18HYF,0.43680981595092017,2020-08-31
0_20200831T143731_20200831T144825_T19HBA,0.4375913475591932,2020-08-31
0_20200920T143731_20200920T145205_T18HYF,0.49072296865003195,2020-09-20
0_20200920T143731_20200920T145205_T19HBA,0.49279811097992915,2020-09-20
0_20201005T143729_20201005T144602_T18HYF,0.5310095065640562,2020-10-05
0_20201005T143729_20201005T144602_T19HBA,0.5260621988611476,2020-10-05
0_20201010T143731_20201010T144131_T18HYF,0.516304347826087,2020-10-10
0_20201010T143731_20201010T144131_T19HBA,0.5028596568411791,2020-10-10
0_20201015T143729_20201015T144515_T19HBA,0.49601550721516263,2020-10-15
0_20201020T143731_20201020T144304_T18HYF,0.5180102915951973,2020-10-20
0_20201020T143731_20201020T144304_T19HBA,0.511965811965812,2020-10-20
0_20201030T143731_20201030T144423_T19HBA,0.4947835738068812,2020-10-30
0_20201109T143731_20201109T144520_T18HYF,0.395482546201232,2020-11-09
0_20201109T143731_20201109T144520_T19HBA,0.39270919635459817,2020-11-09
0_20201114T143729_20201114T144548_T18HYF,0.3622508792497069,2020-11-14
0_20201124T143729_20201124T144632_T18HYF,0.321880650994575,2020-11-24
0_20201124T143729_20201124T144632_T19HBA,0.31969552806850615,2020-11-24
0_20201129T143731_20201129T144635_T18HYF,0.2778288868445262,2020-11-29
0_20201129T143731_20201129T144635_T19HBA,0.2805555555555555,2020-11-29
0_20201204T143729_20201204T144651_T18HYF,0.28254244666956896,2020-12-04
0_20201204T143729_20201204T144651_T19HBA,0.2755976544880469,2020-12-04
0_20201209T143721_20201209T144639_T18HYF,0.2642706131078224,2020-12-09
0_20201209T143721_20201209T144639_T19HBA,0.2638825149150987,2020-12-09
0_20201224T143729_20201224T144624_T18HYF,0.24016736401673638,2020-12-24
0_20201224T143729_20201224T144624_T19HBA,0.24384787472035793,2020-12-24
0_20201229T143731_20201229T144704_T18HYF,0.22341920374707258,2020-12-29
0_20201229T143731_20201229T144704_T19HBA,0.22452431289640595,2020-12-29
0_20210103T143729_20210103T144608_T18HYF,0.20913242009132418,2021-01-03
0_20210103T143729_20210103T144608_T19HBA,0.21450962830273174,2021-01-03
0_20210113T143729_20210113T144551_T18HYF,0.21237113402061852,2021-01-13
0_20210113T143729_20210113T144551_T19HBA,0.21478648820905033,2021-01-13
0_20210118T143731_20210118T144622_T18HYF,0.20000000000000004,2021-01-18
0_20210118T143731_20210118T144622_T19HBA,0.19864176570458403,2021-01-18
0_20210202T143729_20210202T144435_T19HBA,0.18726389638424173,2021-02-02
0_20210222T143729_20210222T144232_T18HYF,0.16657796700372543,2021-02-22
0_20210222T143729_20210222T144232_T19HBA,0.16358325219084707,2021-02-22
0_20210227T143731_20210227T144205_T18HYF,0.167853509664293,2021-02-27
0_20210227T143731_20210227T144205_T19HBA,0.16755504055619933,2021-02-27
0_20210304T143729_20210304T144120_T19HBA,0.16658845612388545,2021-03-04
0_20210309T143731_20210309T144030_T19HBA,0.16553727008712485,2021-03-09
0_20210403T143729_20210403T144408_T18HYF,0.1815668202764977,2021-04-03
0_20210702T143729_20210702T144651_T18HYF,0.6354198473282442,2021-07-02
0_20210717T143731_20210717T145239_T18HYF,0.6010457516339869,2021-07-17
0_20210717T143731_20210717T145239_T19HBA,0.5981486523277975,2021-07-17
0_20210727T143731_20210727T144823_T18HYF,0.631336405529954,2021-07-27
0_20210915T143731_20210915T144832_T18HYF,0.7346795022305705,2021-09-15
0_20210915T143731_20210915T144832_T19HBA,0.7403508771929825,2021-09-15
0_20211015T143731_20211015T144152_T18HYF,0.7030456852791879,2021-10-15
0_20211015T143731_20211015T144152_T19HBA,0.7095595306789767,2021-10-15
0_20211025T143731_20211025T144354_T18HYF,0.626859328516787,2021-10-25
0_20211025T143731_20211025T144354_T19HBA,0.6351940236563604,2021-10-25
0_20211104T143731_20211104T144458_T18HYF,0.4980628497632372,2021-11-04
0_20211104T143731_20211104T144458_T19HBA,0.4983164983164983,2021-11-04
0_20211114T143731_20211114T144539_T18HYF,0.40360360360360364,2021-11-14
0_20211129T143719_20211129T144547_T18HYF,0.28732394366197184,2021-11-29
0_20211129T143719_20211129T144547_T19HBA,0.28217237308146403,2021-11-29
0_20211204T143731_20211204T144642_T18HYF,0.2730644413537321,2021-12-04
0_20211204T143731_20211204T144642_T19HBA,0.2731614135625597,2021-12-04
0_20211209T143719_20211209T144604_T19HBA,0.2507122507122508,2021-12-09
0_20211214T143731_20211214T144703_T18HYF,0.2537897310513447,2021-12-14
0_20211214T143731_20211214T144703_T19HBA,0.25290697674418605,2021-12-14
0_20211219T143719_20211219T144622_T18HYF,0.24906716417910446,2021-12-19
0_20211219T143719_20211219T144622_T19HBA,0.2491787893007977,2021-12-19
0_20211224T143731_20211224T144705_T18HYF,0.2420670897552131,2021-12-24
0_20211224T143731_20211224T144705_T19HBA,0.2354124748490945,2021-12-24
0_20220103T143731_20220103T144644_T19HBA,0.2131294964028777,2022-01-03
0_20220113T143731_20220113T144640_T18HYF,0.21363040629095675,2022-01-13
0_20220113T143731_20220113T144640_T19HBA,0.20671481553777082,2022-01-13
0_20220123T143731_20220123T145149_T18HYF,0.2162162162162163,2022-01-23
0_20220123T143731_20220123T145149_T19HBA,0.21176725070300673,2022-01-23
0_20220202T143731_20220202T144947_T19HBA,0.1935483870967742,2022-02-02
0_20220207T143719_20220207T144217_T19HBA,0.2036160137752906,2022-02-07
0_20220212T143731_20220212T144710_T18HYF,0.20299427564949363,2022-02-12
