system:index,NDVI,Date
0_20181215T143749_20181215T144702_T18HYF,0.6536526946107786,2018-12-15
0_20181215T143749_20181215T144702_T19HBA,0.6539000467071462,2018-12-15
0_20181220T143741_20181220T144648_T18HYF,0.4938852304797742,2018-12-20
0_20181225T143749_20181225T144653_T19HBA,0.41837472871955633,2018-12-25
0_20181230T143751_20181230T144650_T18HYF,0.3890462700661002,2018-12-30
0_20181230T143751_20181230T144650_T19HBA,0.375383267630311,2018-12-30
0_20190104T143749_20190104T144651_T18HYF,0.3623318385650225,2019-01-04
0_20190104T143749_20190104T144651_T19HBA,0.36337144138085636,2019-01-04
0_20190119T143751_20190119T144606_T19HBA,0.31548311990686845,2019-01-19
0_20190129T143751_20190129T144524_T19HBA,0.3031226199543031,2019-01-29
0_20190203T143749_20190203T144957_T19HBA,0.29162502498500903,2019-02-03
0_20190218T143751_20190218T144454_T19HBA,0.2944881889763779,2019-02-18
0_20190223T143749_20190223T144359_T18HYF,0.31330798479087446,2019-02-23
0_20190310T143751_20190310T144453_T18HYF,0.264695652173913,2019-03-10
0_20190310T143751_20190310T144453_T19HBA,0.2735284859930753,2019-03-10
0_20190315T143749_20190315T144907_T18HYF,0.28950695322376735,2019-03-15
0_20190315T143749_20190315T144907_T19HBA,0.2767775404333232,2019-03-15
0_20190320T143751_20190320T144726_T19HBA,0.2678386763185109,2019-03-20
0_20190325T143749_20190325T144125_T18HYF,0.23701028063350926,2019-03-25
0_20190325T143749_20190325T144125_T19HBA,0.2424242424242424,2019-03-25
0_20190404T143759_20190404T144906_T18HYF,0.252821670428894,2019-04-04
0_20190414T143759_20190414T144503_T18HYF,0.2520045819014891,2019-04-14
0_20190802T143759_20190802T144505_T18HYF,0.5446194225721784,2019-08-02
0_20190807T143751_20190807T144709_T18HYF,0.5642686668939652,2019-08-07
0_20190901T143759_20190901T144153_T18HYF,0.22524371472550028,2019-09-01
0_20190916T143751_20190916T144705_T18HYF,0.2411014103425117,2019-09-16
0_20190921T143749_20190921T145027_T18HYF,0.20318725099601595,2019-09-21
0_20190921T143749_20190921T145027_T19HBA,0.1980295566502463,2019-09-21
0_20191021T143749_20191021T144706_T19HBA,0.22641509433962267,2019-10-21
0_20191105T143731_20191105T144501_T18HYF,0.23767476085356878,2019-11-05
0_20191105T143731_20191105T144501_T19HBA,0.23913837166849214,2019-11-05
0_20191110T143729_20191110T144457_T18HYF,0.2935251798561151,2019-11-10
0_20191110T143729_20191110T144457_T19HBA,0.29314242652599853,2019-11-10
0_20191120T143729_20191120T144459_T19HBA,0.422170497526913,2019-11-20
0_20191130T143719_20191130T144540_T18HYF,0.4544419134396356,2019-11-30
0_20191130T143719_20191130T144540_T19HBA,0.4447657605552342,2019-11-30
0_20191205T143721_20191205T144632_T18HYF,0.42316513761467894,2019-12-05
0_20191205T143721_20191205T144632_T19HBA,0.43253616770002956,2019-12-05
0_20191220T143719_20191220T144615_T18HYF,0.5017173051519155,2019-12-20
0_20191220T143719_20191220T144615_T19HBA,0.4957934435741223,2019-12-20
0_20191225T143721_20191225T144651_T18HYF,0.441358024691358,2019-12-25
0_20191225T143721_20191225T144651_T19HBA,0.4386146291031274,2019-12-25
0_20191230T143719_20191230T144612_T18HYF,0.4339622641509435,2019-12-30
0_20191230T143719_20191230T144612_T19HBA,0.43109151047409033,2019-12-30
0_20200104T143721_20200104T144629_T18HYF,0.4506302521008403,2020-01-04
0_20200104T143721_20200104T144629_T19HBA,0.44540005212405526,2020-01-04
0_20200109T143719_20200109T144550_T18HYF,0.5347261434217956,2020-01-09
0_20200109T143719_20200109T144550_T19HBA,0.5275862068965517,2020-01-09
0_20200114T143701_20200114T144621_T18HYF,0.5635213494992093,2020-01-14
0_20200114T143701_20200114T144621_T19HBA,0.5542237442922374,2020-01-14
0_20200124T143651_20200124T144544_T18HYF,0.6,2020-01-24
0_20200124T143651_20200124T144544_T19HBA,0.6176329659798755,2020-01-24
0_20200129T143659_20200129T144449_T18HYF,0.6429961089494163,2020-01-29
0_20200129T143659_20200129T144449_T19HBA,0.6590526568886751,2020-01-29
0_20200203T143651_20200203T144453_T18HYF,0.6600335650923039,2020-02-03
0_20200203T143651_20200203T144453_T19HBA,0.6565798733286419,2020-02-03
0_20200208T143659_20200208T144451_T18HYF,0.6413491870905119,2020-02-08
0_20200208T143659_20200208T144451_T19HBA,0.6447664251811142,2020-02-08
0_20200213T143721_20200213T144451_T18HYF,0.5844696094291658,2020-02-13
0_20200213T143721_20200213T144451_T19HBA,0.5646466856267776,2020-02-13
0_20200218T143659_20200218T144453_T18HYF,0.5056390977443609,2020-02-18
0_20200218T143659_20200218T144453_T19HBA,0.4921348314606742,2020-02-18
0_20200223T143721_20200223T144452_T19HBA,0.4834240475012371,2020-02-23
0_20200228T143729_20200228T144346_T19HBA,0.24577373211963585,2020-02-28
0_20200304T143721_20200304T144453_T18HYF,0.17820324005891017,2020-03-04
0_20200304T143721_20200304T144453_T19HBA,0.1710323574730355,2020-03-04
0_20200309T143729_20200309T144430_T18HYF,0.17025089605734764,2020-03-09
0_20200309T143729_20200309T144430_T19HBA,0.1705776173285199,2020-03-09
0_20200314T143721_20200314T144454_T18HYF,0.1956241956241956,2020-03-14
0_20200319T143729_20200319T145226_T18HYF,0.17991631799163174,2020-03-19
0_20200319T143729_20200319T145226_T19HBA,0.1794871794871795,2020-03-19
0_20200329T143729_20200329T144954_T18HYF,0.17073170731707316,2020-03-29
0_20200408T143729_20200408T145124_T19HBA,0.221678891605542,2020-04-08
